FIPS2,Percent_High_school_completion,Percent_Children_in_poverty,Percent_Kids_in_Single_Parent_Houses,Reading _scores,Math_scores
F35011,82.04,29.2,13.28,,2.88
F35013,80.56,27.3,27.54,,2.73
F35015,83.62,14.2,26.6,,3.13
F35017,87.41,26.2,20.84,,2.52
F35019,82.62,28.9,39.31,,3.02
F35021,85.41,23.7,3.39,,
F35023,82.46,26.3,17.63,,2.74
F35025,75.56,14.2,24.69,,2.74
F35027,90.26,28.6,31.34,,2.56
F35028,98.06,2.8,11.03,,3.47
F35029,71.31,34.6,27.85,,2.44
F35031,78.3,39.3,44.82,,2.11
F35033,91.49,26.1,60.17,,2.52
F35035,86.82,24.7,24.8,,2.68
F35037,82.19,34.9,41.63,,2.74
F35039,86.58,27.1,41.76,,2.26
F35041,81,24.1,22.31,,3.05
F35043,90.86,12.2,22.36,,2.83
F35045,86.19,29.7,29.18,,2.72
F35047,83.28,25.5,35.6,,2.31
F35049,89.79,17.4,31.77,,2.61
F35051,88.51,33.5,28.94,,
F35053,82.96,38.1,33.84,,2.58
F35055,91.1,26.6,48.25,,2.54
F35057,85.49,27.6,24.33,,2.88
F35059,83.91,27.2,29.02,,3.42
F35061,84.66,20.4,25.89,,2.67
F36001,92.36,12.5,29.11,,
F36003,91.7,21,19.05,,
F36005,73.43,30.6,49.84,,
F36007,90.28,23.8,25.01,,
F36009,89.67,22,23.93,,
F36011,88.23,15.3,25.25,,
F36013,89.42,19.4,24.15,,
F36015,89.9,20.1,26.13,,
F36017,88.47,15.7,21.1,,
F36019,88.05,13.1,18.07,,
F36021,90.92,16,23.17,,
F36023,90.69,15.7,20.15,,
F36025,89.48,18.7,21.7,,
F36027,91.14,8.6,20.98,,
F36029,92.05,17.8,28.79,,
F36031,90.48,14.9,18.54,,
F36033,87.72,25,25.46,,
F36035,88.43,20.2,31.97,,
F36037,92.25,12.6,18.23,,
F36039,87.3,16.1,16.66,,
F36041,79.54,14.1,14.69,,
F36043,90.65,16.2,18,,
F36045,90.96,17.8,22.59,,
F36047,83.2,23.5,30.49,,
F36049,91.3,16.7,14.87,,
F36051,91.75,12.3,22.33,,
F36053,92.62,13.9,17.44,,
F36055,90.85,20.4,32.83,,
F36057,87.83,20.2,28.05,,
F36059,91.55,6.3,15.51,,
F36061,87.84,19.3,34.54,,
F36063,91.55,14.7,26.12,,
F36065,89.04,17.7,24.81,,
F36067,91.23,19.6,28.47,,
F36069,93.19,11,22.56,,
F36071,89.86,15.7,16.6,,
F36073,87.66,20.1,24.39,,
F36075,89.12,19.2,25.69,,
F36077,92.65,16.8,21.13,,
F36079,92.97,5.6,14.9,,
F36081,82.6,13,24.71,,
F36083,92.47,14.3,24.45,,
F36085,88.46,15,21.08,,
F36087,88.51,25,12.62,,
F36089,88.59,18.4,18.9,,
F36091,93.73,6.3,15.31,,
F36093,90.93,15.4,27.67,,
F36095,90.68,15.5,22.9,,
F36097,91.06,16.8,10.62,,
F36099,84.92,19.1,12.68,,
F36101,91.2,18.4,23.43,,
F36103,90.35,6.2,17.69,,
F36105,86.96,21.3,25.24,,
F36107,91.79,12.1,18.79,,
F36109,94.49,12.4,28.77,,
F36111,91.17,13.6,24.37,,
F36113,92.1,13.8,24.22,,
F36115,88.04,16.1,22.37,,
F36117,89.86,12.3,19.15,,
F36119,88.61,8.5,20.36,,
F36121,90.47,11.3,17.49,,
F36123,86.5,22.2,22.63,,
F37001,87.49,18.3,27.69,3,2.82
F37003,83.39,16.8,23.9,3.14,3.09
F37005,78.75,30.7,22.04,3.04,3.28
F37007,81.05,29.3,43.79,2.79,2.62
F37009,86.33,22.4,25.16,3.24,3.16
F37011,85.74,23.8,17.22,3,2.84
F37013,88.34,29,36.11,3.18,3.21
F37015,78.82,31.5,50.97,2.57,2.58
F37017,83.18,35.5,36.7,2.88,2.85
F37019,92,19.6,26.99,3.15,3.15
F37021,91.69,17.4,21.68,3.35,3.19
F37023,82.43,30.1,24.78,3.1,3.05
F37025,90.59,10.5,21.11,3.09,3.05
F37027,81.45,19.1,23.73,3.17,2.97
F37029,87.39,8.6,26.74,3.65,3.47
F37031,92.13,16,20.18,3.33,3.3
F37033,82.15,24,28.55,3.13,3.03
F37035,86.45,17.2,25.73,3.1,3.13
F37037,89.12,13.3,22.07,3.34,3.25
F37039,88.82,24.9,24.53,3.14,3.12
F37041,83.86,28.9,39.71,2.94,3.23
F37043,88.08,24.1,14.99,3.2,3.17
F37045,85.78,21.7,37.34,3.15,3.24
F37047,83.98,26.6,32.44,2.95,2.98
F37049,88.91,19,25.75,3.12,3.03
F37051,91.53,25.3,35.57,3.1,2.92
F37053,90.88,14.8,20.02,3.15,3.29
F37055,94.44,13.2,19.67,3.33,3.16
F37057,84.95,17.5,24.84,3.07,3.05
F37059,89.78,13,20.63,3.26,2.99
F37061,78.67,26.9,32.39,2.76,2.66
F37063,89.61,16.2,31.23,2.84,2.83
F37065,83.02,45.4,46.94,2.52,2.36
F37067,89.04,18.8,30.85,3.02,2.89
F37069,86.55,16.4,23.28,2.94,2.92
F37071,85.57,16.1,27.73,3.04,2.84
F37073,88.94,19.7,25.34,2.8,3.05
F37075,82.03,23.8,22.55,3.19,3.12
F37077,86.06,15.4,31.45,2.91,2.95
F37079,76.33,29.7,40.3,2.83,2.7
F37081,89.6,19.3,33.51,3.04,2.97
F37083,79.14,31,49.15,2.63,2.65
F37085,88.09,19.5,25.78,2.99,2.92
F37087,88.51,20.8,23.32,3.2,3.35
F37089,91.44,17,21.86,3.27,3.27
F37091,84.06,28,47.07,3,3.03
F37093,87.49,21.3,25.95,2.98,3.1
F37095,78.43,28,10.44,2.91,2.65
F37097,90.33,13.6,21.91,3.27,3.2
F37099,88,20,25.89,2.97,2.85
F37101,88.21,13.9,20.91,2.99,2.88
F37103,82.27,29.3,36.93,3.19,3.02
F37105,85.11,22.4,27.21,3.01,2.96
F37107,81.12,26.1,37.17,2.95,2.84
F37109,88.79,13.4,18.47,3.29,3.24
F37111,84.58,22.8,26.37,3.14,2.98
F37113,89.03,18.5,25.14,3.2,2.99
F37115,88.75,20,15.15,3.38,3.33
F37117,83.23,32.3,40.05,2.7,2.78
F37119,90.51,16.3,29.03,3.14,3.24
F37121,86.31,20.4,23.87,2.98,2.87
F37123,81.68,23.8,21.16,2.96,2.94
F37125,92.38,12.6,21.69,3.37,3.18
F37127,86.37,22.3,30.89,2.84,2.62
F37129,93.23,14.3,27.29,3.25,3.22
F37131,81.03,31.8,40.65,2.85,2.79
F37133,92.32,15.9,20.68,3.1,2.87
F37135,93.01,8.7,19.42,3.43,3.29
F37137,88.65,26.8,20.56,2.92,2.87
F37139,88.42,23.5,32.68,2.96,2.96
F37141,88.76,16.5,22.35,3.1,3.06
F37143,86.6,26,32.46,3.16,3.12
F37145,88.18,19.5,26.85,3.11,3.04
F37147,88.99,21.5,37.91,2.94,2.9
F37149,91.59,18.7,17.08,3.5,3.46
F37151,82.96,19.7,21.87,3.05,3.16
F37153,82.89,34.2,47.79,2.84,2.79
F37155,77.63,39.2,41.01,2.71,2.8
F37157,83.24,22,31.5,2.95,2.89
F37159,85.95,22.2,30.77,2.9,2.65
F37161,84.89,25.5,28.41,3.29,3.24
F37163,80.98,28.2,28.8,3.12,3.22
F37165,80.88,45.6,46.83,2.69,2.84
F37167,86.48,19.1,23.54,3.08,2.87
F37169,85.14,19,27.77,3.16,3.14
F37171,79.87,20,23.75,3.21,3.12
F37173,83.35,20.9,39.58,3.01,2.91
F37175,90.98,20.6,31.78,3.31,3.05
F37177,76.59,29.4,24.77,2.97,2.64
F37179,89.59,8.4,15.54,3.4,3.4
F37181,83.07,30,43.34,2.92,2.98
F37183,93.45,8.3,20.72,3.4,3.28
F37185,83.81,33.3,53.1,2.81,2.59
F37187,84,37.8,56.13,2.69,2.57
F37189,90.62,12.9,17.21,3.46,3.31
F37191,85.53,23.2,32.18,2.9,2.61
F37193,81.53,20.1,22.13,3.09,3.06
F37195,81.42,32.8,36.05,2.97,3.04
F37197,84.72,16.8,20.84,3.15,3.11
F37199,86.64,22.2,25.31,3.22,3.14
F38001,92.77,11.4,12.62,3.24,2.92
F38003,94.22,11.2,18.92,3.26,3.27
F38005,86.26,34.5,54.2,2.47,2.55
F38007,92.15,13.6,,,
F38009,93.93,11.2,13.58,2.92,2.96
F38011,89.94,11.6,14.42,3.28,3.38
F38013,93.72,10.4,17.74,2.52,2.51
F38015,94.44,9.4,22.32,3.13,3.28
F38017,95.1,8.5,17.35,3.07,3.16
F38019,93.3,12.2,16.6,3.07,3.24
F38021,92.58,11.6,15.58,3.26,3.39
F38023,92.47,12.1,14.34,3.14,3.05
F38025,88.83,14,24.2,2.58,2.44
F38027,90.41,14.6,11.35,3.47,3.37
F38029,88.21,19,4.37,3.59,3.71
F38031,91.86,9.1,6.69,3.15,3.35
F38033,93.59,15.5,17.27,3.01,2.94
F38035,95.4,10.8,21.17,3.28,3.23
F38037,92.24,26.6,9.8,2.4,3.08
F38039,91,12.1,21.23,2.96,2.74
F38041,86.64,18.1,12.42,2.7,2.91
F38043,89.79,19.5,9.35,3.13,2.91
F38045,86.94,12,10.13,2.93,3.07
F38047,87.45,22.1,4.49,,3.18
F38049,90.36,15.7,12.05,2.84,2.84
F38051,83.6,14.6,8.97,3.29,3.61
F38053,91.38,8.2,17.73,2.85,2.63
F38055,92,10.6,15.77,3.05,3.05
F38057,90.55,7.6,16.1,2.89,3.07
F38059,92.18,9.4,15.36,3.1,3.33
F38061,89.91,14.6,24.76,2.85,2.34
F38063,92.64,11.8,14.99,3.12,3.25
F38065,92.41,20,24.6,2.75,3.1
F38067,89.43,8.2,12.37,3.14,3.65
F38069,94.47,12.3,18.47,3.31,3.04
F38071,91.59,16.6,21.6,3.37,3.67
F38073,91.15,10.8,9.63,3.23,3
F38075,93.69,7.3,12.18,3.01,2.98
F38077,92.1,10.7,16.23,2.97,3.04
F38079,88.7,26.7,42.72,2.79,2.89
F38081,93.94,10,27.97,2.7,2.71
F38083,84.16,27.7,16.59,,
F38085,85.66,32.9,59.31,,
F38087,91.19,22.6,5.14,,
F38089,92.23,8.5,10.37,3.23,3.43
F38091,96.83,12.6,7.13,,
F38093,91.49,10.5,24.87,3.16,3.43
F38095,89.14,16.9,10.87,3.3,3.08
F38097,93.59,8.1,13.71,2.88,3.22
F38099,86.81,12.3,12.53,2.76,2.76
F38101,94.53,8.8,14.05,3.14,3.11
F38103,90.31,13.6,12.39,3.3,2.99
F38105,90.61,8.7,18.86,2.81,2.7
F39001,82.55,28.7,27.39,3.02,2.87
F39003,90.57,17.9,32.49,3.19,3.12
F39005,90.1,15.6,20.5,3.33,3.13
F39007,86.14,23.6,23.73,2.95,2.87
F39009,90.37,21,21.63,3.12,2.85
F39011,93.15,7,18.07,3.36,3.33
F39013,91.02,18.2,23.53,3.26,3.09
F39015,87.81,17.6,19.35,3.03,3.07
F39017,91.57,11.9,22.09,3.14,3.04
F39019,88.93,16.4,19.11,3.26,3.25
F39021,91.18,13.2,25.04,3.01,2.89
F39023,88.93,20.5,30.91,2.9,2.61
F39025,89.76,10.9,20.12,3.28,3.27
F39027,90.1,15.2,25.23,3.06,3.07
F39029,89.25,19.2,24.08,3.11,3.08
F39031,85.59,21.7,24.66,3.24,3.22
F39033,90.45,18,28.59,2.93,2.72
F39035,90.5,19.9,38.19,2.92,2.79
F39037,90.37,12.5,19.37,3.26,3.09
F39039,91.98,12.5,27.9,3.26,3.29
F39041,96.82,3.3,11.17,3.76,3.69
F39043,92.23,14.5,27.71,3.27,3.04
F39045,93.28,8.2,19.55,3.31,3.15
F39047,83.88,19.7,26.24,3.16,3.36
F39049,91.13,20.3,30.35,2.89,2.69
F39051,92.68,10.4,18.92,3.41,3.25
F39053,86.08,21.8,21.26,3.02,3.06
F39055,90.36,6.2,9.15,3.74,3.64
F39057,94.01,10.3,21.22,3.33,3.16
F39059,84.81,23.6,23.37,2.98,2.77
F39061,91.77,16.5,35.06,3.09,2.97
F39063,93.07,11,19.43,3.25,3.18
F39065,90.15,19,20.2,3.18,3.07
F39067,87.74,18.9,20.03,3.15,3.03
F39069,93.51,10.7,18.65,3.43,3.36
F39071,84.27,21.9,15.22,3.32,3.03
F39073,88.3,19.4,24.96,3.42,3.44
F39075,56.14,12.1,6.21,3.38,3.29
F39077,89.19,14.6,27.7,2.98,2.94
F39079,86.41,21.7,20.91,3.11,3.22
F39081,91.45,20.8,28.27,3.29,3.14
F39083,91.71,14.9,20.89,3.31,3.12
F39085,92.57,10.5,23.87,3.22,3.11
F39087,87.71,28.6,26.65,3.25,3.16
F39089,92.45,12.4,20.24,3.18,3.07
F39091,92.54,14,19.67,3.17,3.25
F39093,89.96,16.1,28.58,3.1,2.96
F39095,89.68,26.6,34.78,2.87,2.66
F39097,87.4,12.1,24.2,3.25,3.18
F39099,91.13,22.5,34.19,3.01,2.97
F39101,89.87,19.4,30.57,2.92,2.59
F39103,94.69,6.3,15.24,3.53,3.38
F39105,83.96,23.3,22.77,2.85,2.62
F39107,92.22,7.6,13.83,3.51,3.56
F39109,91.87,10.9,18.81,3.31,3.31
F39111,90.16,21,17.2,3,2.97
F39113,90.53,20.5,33.06,2.93,2.73
F39115,85.89,20.3,22.3,3.34,3.33
F39117,88.31,13.2,20.18,3.1,3.01
F39119,88.71,20.9,26.44,3.17,3.06
F39121,83.39,16,14.53,2.99,3
F39123,92.02,10.4,25.52,3.37,3.46
F39125,89.89,13.9,25.68,3.38,3.34
F39127,87.46,17.2,26.42,3.2,2.99
F39129,86.99,18.3,19.31,3.32,3.11
F39131,83.86,24.5,22,2.96,2.74
F39133,92.53,12.3,23.08,3.21,3.1
F39135,90.52,13,14.28,3.01,3.02
F39137,93.95,6.3,13,3.33,3.47
F39139,87.86,18,27.8,3.04,2.87
F39141,88.87,19.3,22.64,3.1,2.91
F39143,91.48,13.8,22.88,3.15,3.15
F39145,85.65,26.6,22.98,3.22,3.23
F39147,92.07,13.3,23.47,3.15,3.03
F39149,89.58,12,18.33,3.28,3.27
F39151,92.09,18.2,28.45,3.17,3.11
F39153,92.1,15.6,29.06,3.16,2.95
F39155,89.4,29.4,27.93,3.12,3
F39157,87.13,13.6,16.47,3.16,3.02
F39159,94.25,4.7,12.04,3.52,3.43
F39161,92.22,9.9,19.52,3.25,3.14
F39163,78.92,24.6,26.35,3.17,3.11
F39165,94.08,5.6,14.12,3.55,3.49
F39167,90.57,19.8,19.86,3.18,2.96
F39169,86.8,11.6,12.79,3.3,3.18
F39171,91.42,15.2,15.59,3.1,3.12
F39173,94.91,8.9,19.73,3.28,3.19
F39175,92.75,9.2,22.03,3.24,3.12
F40001,81.17,31.3,29.14,2.76,2.76
F40003,86.45,17.9,12.64,3.07,3.38
F40005,83.41,22.9,30.12,3.33,3.27
F40007,85.13,15.2,19.7,3.13,3.25
F40009,84.03,22.1,17.35,3.1,2.97
F40011,83.57,19.5,25.87,3.11,3.3
F40013,87.32,19.1,23.79,3.15,3.26
F40015,85.34,22.5,31.01,3.09,3.03
F40017,91.18,9.1,16.9,3.22,3.22
F40019,87.43,22.6,27.46,3.02,3
F40021,87.51,25.6,27.34,2.86,3.03
F40023,83.86,27.5,35.09,2.85,2.83
F40025,84.28,24.4,19.22,2.56,2.64
F40027,92.23,12,22.8,3.15,3.09
F40029,84.97,25.5,28.11,2.98,3.08
F40031,90.76,20.1,29.4,3.01,2.91
F40033,84.27,24.8,21.87,3.02,3.08
F40035,87.65,22.7,26.68,2.78,2.99
F40037,89.31,17,23.99,3.04,3.03
F40039,87.5,16.1,22.42,3.25,3.29
F40041,85.15,26.9,26.38,2.84,2.93
F40043,93.55,12.3,8.07,3.21,3.24
F40045,85.66,15.7,17.71,3.46,3.42
F40047,87.28,17.3,26.32,2.97,3.07
F40049,86.8,21.7,28.96,2.93,3.01
F40051,90,15.5,20.31,3.17,3.25
F40053,90.1,15.1,18.72,3.3,3.34
F40055,83.81,27.1,19.23,3,2.92
F40057,81.91,34.7,18.28,2.99,3.38
F40059,83.46,15.4,14.42,3,3.21
F40061,85.05,25.8,20.2,2.85,2.91
F40063,82.65,26.6,35.7,2.94,2.81
F40065,85.68,20.5,25.16,2.84,3.01
F40067,83.06,25.2,30.9,3.03,3.07
F40069,86.02,23.4,23.57,2.96,2.83
F40071,88.4,22.1,29.62,2.93,3.1
F40073,89.17,11.9,20.9,3.19,3.23
F40075,85.15,26.7,23.11,2.76,2.64
F40077,87.35,25.5,28.75,3.01,2.75
F40079,84.45,23.2,25.75,2.87,2.97
F40081,88.19,18.4,20.29,3.07,3.1
F40083,91.12,13.4,15.93,2.59,2.59
F40085,83.79,16.3,22.11,2.64,2.68
F40087,89.38,13.4,16.99,3.1,3.12
F40089,82.83,24.9,32.63,3.08,3.02
F40091,87.47,30.2,22.23,2.89,3.03
F40093,90.18,16,16.56,3.06,3.09
F40095,80.99,19.9,22.79,3.22,3.28
F40097,87.53,25.1,25.72,3,3.12
F40099,84.92,19.7,31.38,3.08,3
F40101,86.21,26.1,36.14,3.05,2.96
F40103,90.55,14.7,23.23,3.15,3.11
F40105,89.95,23,23.42,3.12,3.23
F40107,81.51,25.3,24.71,2.96,3.06
F40109,88.02,19.9,29.54,2.74,2.68
F40111,87.53,20.6,30.36,2.96,2.94
F40113,89.47,17.4,25.64,2.97,3.01
F40115,85.75,27.1,29.75,2.98,2.92
F40117,89.57,21.1,26.88,2.97,2.99
F40119,92.01,16.5,20.89,3.23,3.33
F40121,86.79,22.4,24.86,3.04,3.08
F40123,89.25,18.7,27.21,3,2.97
F40125,88.57,22.1,22.83,2.88,2.89
F40127,85.01,25.3,30.48,2.99,3.06
F40129,90.98,17.5,17.21,3.64,3.64
F40131,92.41,10.9,18.78,3.18,3.14
F40133,84.37,28.3,30.21,2.63,2.64
F40135,82.21,23.2,29.3,3.08,3.17
F40137,87.75,22.7,22.13,2.97,2.98
F40139,75.45,14.9,23.54,2.63,2.6
F40141,78.39,29.9,27.77,2.89,2.84
F40143,89.86,16.7,27.66,2.77,2.76
F40145,90.68,15.6,20.7,3.03,3.06
F40147,90.95,18.8,20.84,3.03,3.01
F40149,89.32,22.1,22.46,2.96,3.15
F40151,87.57,16.4,29.72,3.66,3.63
F40153,88.43,15.7,29.05,3.08,3.06
F41001,91.22,18.8,15.43,,
F41003,96.17,11.3,17.34,3.15,3
F41005,93.7,6.6,16.24,3.15,2.97
F41007,92.36,13,15.67,2.89,2.76
F41009,90.76,10.5,20.98,2.73,2.44
F41011,89.96,21.1,19.88,2.75,2.55
F41013,89.29,13.8,25.94,3.07,2.82
F41015,92.06,21.2,20.73,2.89,2.64
F41017,93.79,8.7,19.83,,
F41019,90.53,18.5,22.45,2.83,2.59
F41021,93.53,14.8,21.21,2.73,2.97
F41023,89.15,19.6,12.58,2.82,2.48
F41025,91.56,21.4,15.59,2.86,2.77
F41027,82.49,10.9,12.79,2.89,2.88
F41029,90.43,13.1,21.12,2.86,2.65
F41031,88.3,17.3,27.87,2.8,2.71
F41033,90.81,18.7,20.14,2.96,2.64
F41035,87.68,20.6,26.37,2.75,2.68
F41037,87.91,18.6,22.67,3.04,2.94
F41039,92.48,15.2,24.87,,
F41041,92.25,20.4,25.23,,
F41043,89.85,14,23.69,2.77,2.56
F41045,81.27,24.2,28.23,2.58,2.49
F41047,85.23,16,22.07,2.58,2.46
F41049,78.12,13.7,13.76,2.68,2.38
F41051,91.97,11.8,23.22,,
F41053,91.55,12.2,21.42,2.7,2.65
F41055,89.43,17.7,27.38,3.47,3.21
F41057,90.3,15.5,18.16,2.95,2.67
F41059,83,13,24.35,2.82,2.82
F41061,92.86,14.8,28.3,2.88,2.77
F41063,94.26,16.4,26.64,3.11,2.98
F41065,87.63,15.7,17.91,2.75,2.45
F41067,92.61,7.2,16.3,3.2,3.1
F41069,93.3,25.9,26.32,,
F41071,89.64,10.1,16.1,3.01,2.97
F42001,89.23,11.1,16.51,3.17,3.24
F42003,94.83,13,25.82,3.37,3.38
F42005,91.79,16.1,22.4,3.21,3.28
F42007,93.76,12.2,26.17,3.25,3.18
F42009,88.66,14.4,15.32,3.16,3.14
F42011,87.21,14,27.27,2.89,2.82
F42013,91.73,15.2,23.31,3.01,3.01
F42015,89.78,13.4,23.5,3.03,2.92
F42017,94.3,6.1,17.66,3.36,3.37
F42019,95.44,7.8,14.51,3.45,3.44
F42021,92.01,16.1,26.74,3.07,3.08
F42023,91.28,22,34.29,3.8,3.54
F42025,89.72,18.9,22.49,3.09,2.99
F42027,94.49,9.4,13.68,3.42,3.46
F42029,94.28,5.8,14.5,3.5,3.47
F42031,90.56,15.2,16.99,3.27,3.35
F42033,88.09,19.9,20.61,3.09,3.11
F42035,89.78,18.2,17.23,2.9,2.96
F42037,90.84,13.2,19.97,3.24,3.42
F42039,89.85,18.3,20.95,2.88,2.9
F42041,92.88,8.8,18.09,3.33,3.38
F42043,91,15.5,31.42,2.9,2.89
F42045,93.16,11.4,27.99,3.09,3
F42047,93.01,10.7,22.81,3.35,3.41
F42049,91.49,18,30.88,3.01,3.11
F42051,88.81,23.5,27.06,2.94,2.87
F42053,83.72,29.9,24.12,3.28,3.26
F42055,88.76,12.2,20.12,3.18,3.16
F42057,89.26,14.5,21.58,3.27,3.36
F42059,87.6,16.6,25.4,2.99,3.18
F42061,89.78,14.2,19.31,2.86,2.82
F42063,90.77,17.7,15.01,3.17,3.28
F42065,90.58,15.4,17.14,3.33,3.39
F42067,83.09,14.6,9.84,2.9,3.08
F42069,91.49,16.3,27.7,3.05,2.92
F42071,85.64,9.8,16.39,3.23,3.13
F42073,91.31,18.3,26.69,3.1,2.92
F42075,87.65,12.9,24.83,3.11,3.04
F42077,89.53,18.6,28.64,3.03,3.03
F42079,90.16,23.7,32.49,2.92,2.76
F42081,90.47,19.3,24.22,3.25,3.39
F42083,91.78,20,24.32,2.96,2.86
F42085,89.85,20.3,26.15,3.24,3.29
F42087,84.78,21,16.58,2.73,2.82
F42089,89.57,13.5,24.37,3.08,3.12
F42091,94.35,5.7,17.1,3.42,3.45
F42093,91.11,13,25.16,3.48,3.46
F42095,91.26,10.4,20.98,3.16,3.13
F42097,89.14,16.9,23.38,3.06,3.03
F42099,88.14,12.1,13.46,3.15,3.13
F42101,85.74,27,48.96,2.49,2.26
F42103,92.42,13.6,15.65,,3.32
F42105,88.88,19.7,19.49,3.13,3
F42107,89.39,17.4,28.36,3.09,2.95
F42109,86.7,13.8,12.37,3.3,3.36
F42111,88.83,16,18.48,3.27,3.38
F42113,89.9,16.6,21.75,3.27,3.43
F42115,90.45,16.3,22.63,3.15,3.04
F42117,91.41,16.4,19.07,2.96,2.91
F42119,87.84,11.5,11.16,3.44,3.38
F42121,91.02,22.8,23.39,3.09,3
F42123,93.2,16.5,21.43,2.99,2.78
F42125,93.51,10.8,19.69,3.47,3.49
F42127,89.99,14.4,19,3.27,3.67
F42129,94.83,11.2,18,3.43,3.51
F42131,92.82,15,20.86,3.21,2.98
F42133,90.32,9.1,23.01,3.14,3.13
F44001,90.75,7.6,14.82,3.79,3.66
F44003,92.44,9.8,17.39,3.21,3.01
F44005,94.71,13.9,25.01,3.16,3.2
F44007,86.27,17,30.77,2.91,2.82
F44009,94.69,9.4,22.83,3.46,3.47
F45001,82.9,20.6,33.01,3,3.27
F45003,89.17,18.2,29.41,2.8,2.67
F45005,77.08,45.1,65.95,1.87,2.32
F45007,85.64,18.7,23.5,2.99,3.02
F45009,79.43,34.2,43.17,2.75,2.73
F45011,82.3,33.7,57.75,2.72,2.71
F45013,93.45,14.8,27.67,2.84,2.96
F45015,89.06,15.5,27.52,3,2.81
F45017,86.4,22.3,33.64,2.65,2.52
F45019,92.44,15,30.61,2.94,2.89
F45021,81.47,20.9,30.84,2.59,2.58
F45023,83.72,27.5,32.19,2.51,2.53
F45025,77.78,24.7,33.37,2.6,2.65
F45027,80.2,27,40.66,2.65,2.59
F45029,87.57,29.1,38.67,2.29,2.24
F45031,83.07,27.5,39.11,2.58,2.65
F45033,78.63,31.8,41.99,2.62,2.55
F45035,88.98,17.9,29.46,3.26,3.04
F45037,82.83,21.6,38.07,2.6,2.49
F45039,86.18,26,48.26,2.64,2.62
F45041,85.88,20.8,37.95,2.77,2.7
F45043,89.17,26.8,37.58,2.77,2.71
F45045,89.1,15.8,24.03,3.11,3.09
F45047,85.49,23.8,39.07,2.75,2.58
F45049,81.28,29.7,32.66,2.62,2.8
F45051,90.58,19.5,33.74,3.13,3.23
F45053,86.53,31.9,31.04,2.16,2.17
F45055,89.25,19.4,23.38,2.76,2.77
F45057,87.28,14.2,26.56,2.77,2.93
F45059,82.09,24,36.52,2.56,2.61
F45061,81.84,31.6,49.76,2.31,2.24
F45063,89.85,11.7,25,2.95,2.92
F45065,83.69,32.3,59.17,2.08,2.19
F45067,79.17,32.5,53.96,2.23,2.15
F45069,77.63,33.9,45.73,2.17,2.24
F45071,84.01,23.7,40.71,2.68,2.84
F45073,85.74,18.5,29.31,2.85,2.8
F45075,86.02,29.7,48.89,2.46,2.37
F45077,86.2,14.5,21.56,3.01,3.04
F45079,91.57,21.4,37.96,2.86,2.83
F45081,79.3,25.2,29.21,2.32,2.54
F45083,87.12,17.8,27.83,2.85,2.88
F45085,87.01,27.6,35.69,2.5,2.6
F45087,84.19,24.3,31.56,2.57,2.58
F45089,83.28,34.5,44.02,2.43,2.12
F45091,91.19,10.5,25.82,3.13,3.13
F46003,88.55,15.2,11.28,,3.16
F46005,84.71,14.3,11.3,2.91,2.72
F46007,84.73,36.4,45.78,2.87,2.76
F46009,87.83,15,19.52,3.23,3.31
F46011,96.37,7.7,15.51,3.09,3.01
F46013,93.73,9.5,15.65,3.37,3.23
F46015,90.04,17.9,20.31,3.2,3.37
F46017,77.92,43.8,45.51,,
F46019,92.74,17.3,20.43,2.81,2.59
F46021,89.25,15.2,5.63,,
F46023,87.82,31,32.47,3.03,3.06
F46025,92.49,16.8,11.69,3.04,3.23
F46027,93.82,13.8,24.04,3.2,3.02
F46029,91.51,10.5,20.05,3.31,3.21
F46031,84.8,52.1,39.61,2.64,2.26
F46033,93.65,16.5,25.35,2.92,2.96
F46035,91.02,11.2,21.02,3.4,3.41
F46037,90.43,16.9,24.54,3.36,3.52
F46039,92.18,12.9,6.01,3.4,3.04
F46041,83.18,33,36.19,3.65,3.29
F46043,89.02,13.1,6.64,,
F46045,93.5,13.9,10.39,3.41,3.3
F46047,90.97,19.7,22.39,2.86,3.13
F46049,92.52,27.9,4.69,4.04,3.53
F46051,91.03,11.1,15.98,3.04,2.88
F46053,91.07,17.9,15.42,3.18,3.1
F46055,93.86,17.1,13.82,3.19,3.23
F46057,92.17,9.2,10.43,3.28,3.08
F46059,93.52,11.3,18.35,3.02,3.01
F46061,92.29,14.6,26.41,3.78,3.71
F46063,94.52,14.5,10.04,,
F46065,95.62,10.2,17.61,3.19,3.07
F46067,89,15.5,10.46,3.29,3.46
F46069,92.99,16.3,9.18,,
F46071,84.32,35.9,49.29,3.04,2.88
F46073,90.67,18.7,8.2,2.92,2.91
F46075,96.54,29.6,49.54,,
F46077,92.06,11.1,10.57,3.02,2.96
F46079,90.95,10.6,18.2,3.29,3.3
F46081,94.01,11.9,16.14,3.18,3.16
F46083,95.54,3.4,15.26,3.39,3.35
F46085,89.82,32.2,39.44,2.94,3
F46087,89.62,10.7,12.41,3.51,3.25
F46089,84.31,24.1,5.38,3.11,3.06
F46091,92.93,17.6,7.35,3.36,2.97
F46093,95.12,11,12.74,3.11,3.04
F46095,81.96,43.5,46.09,2.26,2.51
F46097,90.99,14.6,20.93,3.37,3.22
F46099,93.03,8.4,23.78,3.07,3.07
F46101,92.28,10.6,19.33,3.08,3.03
F46102,73.69,41.7,49.37,1.54,1.51
F46103,93.57,13.8,27.71,3,2.97
